aggregated	self	category	text
93.29%	0.00%	1	bd	[ {C But } + {C but } ] {F uh } not really <laughter>
93.29%	0.00%	1	b^m	you want to  -
93.29%	0.00%	1	bh	You haven't?
93.29%	0.00%	1	bd	<Laughter> No problem
93.29%	0.00%	1	ba	Ooh /  *[[listen]
93.30%	0.00%	1	bh	isn't it though?
93.30%	0.00%	1	ba	<Laughter>  {F Oh } great
93.30%	0.00%	1	bf	It is
93.30%	0.00%	1	bf	Magic Time Machine is the place you're thinking of
93.30%	0.00%	1	ba	<Laughter>  (( that's it ))
93.31%	0.00%	1	bh	{F Oh } did it really?
93.31%	0.00%	1	bf	[ that + that ] got pretty competitiv
93.31%	0.00%	1	ba	{F Oh } I bet that helps
93.31%	0.00%	1	bh	What?  <laughter>
93.31%	0.00%	1	bd	{F Oh } it's not bad at all
93.32%	0.00%	1	b	Yeah   ((   ))
93.32%	0.00%	1	ba	{F Oh } I hate to hear that
93.32%	0.00%	1	b^m	Twenty bucks a whack now
93.32%	0.00%	1	ba	{D Well } that's true <<very faint>>
93.33%	0.00%	1	bf	That we don't get fixed
93.33%	0.00%	1	b	<Clicking> <<from phone>> Yeah
93.33%	0.00%	1	bd	{D Well } I don't know
93.33%	0.00%	1	bf	they're thick
93.33%	0.00%	1	b	Okay </hum>  </children> </baby_crying>
93.34%	0.00%	1	ba	[ That + that's ] just it
93.34%	0.00%	1	ba	[ I + I ] can understand
93.34%	0.00%	1	br	Down here the  grass?
93.34%	0.00%	1	b^m	A disturbing movie
93.34%	0.00%	1	b	Uh-huh {very faint}
93.35%	0.00%	1	ba	[ [ That's + that's ] + {F uh } that's ] real good
93.35%	0.00%	1	b^m	N C State
93.35%	0.00%	1	b	<Laughter> My community
93.35%	0.00%	1	br	Thirty or younger
93.35%	0.00%	1	bf	And not being cared for   -
93.36%	0.00%	1	ba	{D Now } that sounds awful
93.36%	0.00%	1	b^m	Rather frugal
93.36%	0.00%	1	bf	somebody that knows their way around
93.36%	0.00%	1	ba	Phew <<almost like a whistling sound>>
93.37%	0.00%	1	bf	suburban tract
93.37%	0.00%	1	b	It hasn't  ((   ))
93.37%	0.00%	1	b	(( Right ))  <throat_clearing>
93.37%	0.00%	1	b	All right <laughter>
93.37%	0.00%	1	ba	Pretty sad
93.38%	0.00%	1	ba	{F Oh } that sounds really good
93.38%	0.00%	1	ba	That does sound like fun
93.38%	0.00%	1	bf	[ Apparently just {F uh } [ re- +  re- ] +  {F uh }  probably filled ] [ the + the ] brake fluid up
93.38%	0.00%	1	b	{F Oh } diving
93.38%	0.00%	1	b^m	it  depends
93.39%	0.00%	1	b^m	{F Um } yeah
93.39%	0.00%	1	bf	{C So } that's too much
93.39%	0.00%	1	ba	Aye
93.39%	0.00%	1	bd	okay
93.39%	0.00%	1	ba	that's not too bad
93.40%	0.00%	1	b^m	Off and on
93.40%	0.00%	1	ba	Especially for these times
93.40%	0.00%	1	ba	{F Oh } it does
93.40%	0.00%	1	b	<Sniffing> <cough> Oh
93.41%	0.00%	1	b	-- {F uh } yeah
93.41%	0.00%	1	br	I'm sorry what did you say?
93.41%	0.00%	1	bf	It is hard
93.41%	0.00%	1	ba	ugh
93.41%	0.00%	1	b^m	{F Oh } fajitas
93.42%	0.00%	1	b^m	Wal-Mart
93.42%	0.00%	1	ba	{D Well } I'm with you
93.42%	0.00%	1	ba	that's crazy
93.42%	0.00%	1	bd	{F Oh } that does happen
93.42%	0.00%	1	bf	{C So } you're saying that the taxpayer who also is  really paying through the pocketbook for the education of the child may not be quite so conscious of the fact that they are paying the tuition for that child in the form  of {F uh } real estate or other taxes
93.43%	0.00%	1	b	-- keep it damp
93.43%	0.00%	1	bf	you'd just do it
93.43%	0.00%	1	bf	They shouldn't allow  an appeal
93.43%	0.00%	1	bf	It's vacations Christmas
93.43%	0.00%	1	b	{F Oh } really {F oh }
93.44%	0.00%	1	b	{C but
93.44%	0.00%	1	b	</Static> {F Oh } really
93.44%	0.00%	1	b	{F Uh } </TV>
93.44%	0.00%	1	b	{F Oh } {F huh }
93.45%	0.00%	1	bf	Where they couldn't do that
93.45%	0.00%	1	ba	{F Oh } great <breathing>
93.45%	0.00%	1	ba	[ you're a + I think you're ] right
93.45%	0.00%	1	ba	You might be right
93.45%	0.00%	1	ba	{E I mean } good grief  what's (( ))  -
93.46%	0.00%	1	bf	Adapt
93.46%	0.00%	1	ba	{C But } it's still good
93.46%	0.00%	1	bk	right
93.46%	0.00%	1	bk	<Noise> {F Oh } Dursban Two
93.46%	0.00%	1	ba	Boy that's pretty good
93.47%	0.00%	1	bf	a little more flexibility
93.47%	0.00%	1	ba	{F Oh } my!
93.47%	0.00%	1	bd	That's the way it is
93.47%	0.00%	1	ba	I  bet it was
93.47%	0.00%	1	bf	just something you do everyday
93.48%	0.00%	1	bf	Nobody's out of a lot  of trouble more than once
93.48%	0.00%	1	bh	Are  you serious? <Breath>
93.48%	0.00%	1	ba	{D Well } that's tremendous
93.48%	0.00%	1	ba	that's great for parents to be involved
93.49%	0.00%	1	b	For doing nothing
93.49%	0.00%	1	ba	[ {C And  } + {F uh } {C so } ] that's interesting
93.49%	0.00%	1	br	Galveston?
93.49%	0.00%	1	bf	Based on fact
93.49%	0.00%	1	ba	{F Oh } that's great  Long as it's not raining
93.50%	0.00%	1	b	{F Um }  <laughter>  yes
93.50%	0.00%	1	ba	That  sounds like fun
93.50%	0.00%	1	bf	To be caught in the  ((   ))
93.50%	0.00%	1	bh	{F Oh } have they?
93.50%	0.00%	1	b	Oh <snorting>
93.51%	0.00%	1	ba	Boy what a help that is
93.51%	0.00%	1	ba	certainly
93.51%	0.00%	1	ba	That [ does soun- + that's sound ] really good
93.51%	0.00%	1	ba	{F Oh } that will be good
93.51%	0.00%	1	bd	just just enough to get by <laughter>
93.52%	0.00%	1	ba	{F Oh } that's a nightmare <throat_clearing>
93.52%	0.00%	1	ba	Isn't that neat
93.52%	0.00%	1	bf	{E I mean } these bell peppers and curry
93.52%	0.00%	1	bf	{C And } you have to walk right down the middle with it
93.53%	0.00%	1	ba	{F Oh } you're lucky
93.53%	0.00%	1	b^m	You're twenty-nine
93.53%	0.00%	1	b	Uh-huh <popping>
93.53%	0.00%	1	b	I guess yeah
93.53%	0.00%	1	bk	{F Oh } all right <laughter>
93.54%	0.00%	1	ba	I know exactly how you feel
93.54%	0.00%	1	ba	I remember
93.54%	0.00%	1	bf	[  The + they ] {F uh } minimize the access
93.54%	0.00%	1	b	{F Oh } sure <laughter>
93.54%	0.00%	1	b	<Cough>  Yeah <noise>
93.55%	0.00%	1	ba	{D Well } that's a good deal
93.55%	0.00%	1	b	{F Uh } <<faintly>>
93.55%	0.00%	1	bf	[ in + in ] Texas
93.55%	0.00%	1	ba	{D Well } that's very interesting
93.55%	0.00%	1	b	{F Oh } do they really
93.56%	0.00%	1	ba	It really is
93.56%	0.00%	1	b^m	A mutt
93.56%	0.00%	1	bf	The ones that would kind of constitute controlled substances or  something  (( anyway ))
93.56%	0.00%	1	ba	{D Well } [ that's +  that's ] neat
93.57%	0.00%	1	bh	Did it {D really? }
93.57%	0.00%	1	ba	<laughter> that's true
93.57%	0.00%	1	b	Oh <sniffing>
93.57%	0.00%	1	bf	you can't do it year round
93.57%	0.00%	1	b	{C And }   yeah
93.58%	0.00%	1	bf	{C So } he listens to New Wave
93.58%	0.00%	1	b^m	No thanks
93.58%	0.00%	1	bf	It was just a side benefit
93.58%	0.00%	1	ba	Crazy
93.58%	0.00%	1	bf	{F Oh } {D so } you are a disgruntled  graduate student <laughter>
93.59%	0.00%	1	ba	That's pretty sad
93.59%	0.00%	1	bf	{C but } yet you can have your friends {F uh }
93.59%	0.00%	1	bf	The blue flu
93.59%	0.00%	1	ba	What
93.59%	0.00%	1	ba	It will be neat
93.60%	0.00%	1	bf	It's just a different lifestyle
93.60%	0.00%	1	b^m	To find it
93.60%	0.00%	1	ba	That's much funner than doing any kind of job
93.60%	0.00%	1	b	All right {F Um } {F um }  {D well } {F uh }
93.61%	0.00%	1	bd	{C And so } {D you know } it's okay
93.61%	0.00%	1	ba	That'll be great
93.61%	0.00%	1	b^m	Running water --
93.61%	0.00%	1	bf	Too transit
93.61%	0.00%	1	br	Did what?
93.62%	0.00%	1	bf	why bother
93.62%	0.00%	1	bf	[ and + and ] the country also
93.62%	0.00%	1	b	-- {C so } yeah
93.62%	0.00%	1	bk	I see <noise>
93.62%	0.00%	1	ba	[ {C but } + {C but } ] that's a good idea
93.63%	0.00%	1	ba	that's a good
93.63%	0.00%	1	ba	{D Well } that's it
93.63%	0.00%	1	ba	{F Oh } that is interesting
93.63%	0.00%	1	bf	{F Oh } out of thei- r-  -
93.63%	0.00%	1	b	Virginia
93.64%	0.00%	1	ba	[ {C So } + {C so } ] good luck
93.64%	0.00%	1	ba	{F Oh } sweet <laughter>
93.64%	0.00%	1	b^m	Acid rain
93.64%	0.00%	1	b	{F Huh }   yeah
93.65%	0.00%	1	ba	That's kind of nice
93.65%	0.00%	1	b	{C And } I'm not sure that's good either
93.65%	0.00%	1	ba	that's a good joke
93.65%	0.00%	1	ba	[ [ Tha- + that ] + that's ] really sad {D you know }
93.65%	0.00%	1	bf	Some support
93.66%	0.00%	1	ba	That's a great idea
93.66%	0.00%	1	ba	{F Ooh } neat
93.66%	0.00%	1	b	{F Oh } really </children> </static>
93.66%	0.00%	1	bf	Be excited about all of it
93.66%	0.00%	1	b^m	Drug test
93.67%	0.00%	1	b	{F Oh } they are
93.67%	0.00%	1	bf	If they're equipped [ too + to ] handle the kind of patients you're going to have -
93.67%	0.00%	1	ba	bless their hearts
93.67%	0.00%	1	b	Oh  {F Um }
93.67%	0.00%	1	b	<static> yeah
93.68%	0.00%	1	b	{D well } right
93.68%	0.00%	1	br	{C And } [ how +  what's ] that?
93.68%	0.00%	1	ba	by all means
93.68%	0.00%	1	ba	That's good to be in that kind of shape
93.69%	0.00%	1	ba	{D well } that's interesting too
93.69%	0.00%	1	br	<Laughter> How do we usually?
93.69%	0.00%	1	ba	Such a deal
93.69%	0.00%	1	b	You too
93.69%	0.00%	1	bh	{C And } {F uh
93.70%	0.00%	1	bf	Just started shooting people
93.70%	0.00%	1	ba	{D you know } it makes sense {F um }  {D you know  }
93.70%	0.00%	1	ba	{F Oh } cool
93.70%	0.00%	1	bf	[ [ A + a ] + a ] team effort
93.70%	0.00%	1	bf	{C and } you move a little closer
93.71%	0.00%	1	ba	that is very good
93.71%	0.00%	1	b	True
93.71%	0.00%	1	bh	Boston?
93.71%	0.00%	1	ba	How fine
93.71%	0.00%	1	ba	{D Well }  that sounds like you have  really  -
93.72%	0.00%	1	bf	{F Oh } you don't <laughter>
93.72%	0.00%	1	ba	There you go <TV>
93.72%	0.00%	1	ba	That's sort of neat
93.72%	0.00%	1	bk	Okay {F uh }
93.73%	0.00%	1	ba	I think  that's
93.73%	0.00%	1	bf	{F Uh } {C so } that way it kind of forces you to recycle
93.73%	0.00%	1	b^m	Sherman Texas {F oh }
93.73%	0.00%	1	ba	{D Well } it sounds like a good buy
93.73%	0.00%	1	bh	<Laughter> Is that right?
93.74%	0.00%	1	bh	{F Oh } you were?
93.74%	0.00%	1	ba	I bet that's a pretty nice setup
93.74%	0.00%	1	ba	What a treat
93.74%	0.00%	1	b	I  know
93.74%	0.00%	1	ba	{F Oh } incredible
93.75%	0.00%	1	ba	Huh!
93.75%	0.00%	1	bf	Too many chiefs and  not enough Indians
93.75%	0.00%	1	bf	You pay a ten percent income tax
93.75%	0.00%	1	b	Yeah <breathing> <<heavily>>
93.76%	0.00%	1	bf	You just live there now
93.76%	0.00%	1	bf	Vacation home
93.76%	0.00%	1	ba	{D Well } some people aren't
93.76%	0.00%	1	bf	{F Uh } natural disease
93.76%	0.00%	1	ba	{F Um } that is awful
93.77%	0.00%	1	ba	{F Oh } that'
93.77%	0.00%	1	ba	Golly <laughter>
93.77%	0.00%	1	bf	{C So } that really has a lot of meaning for you to see that
93.77%	0.00%	1	br	What was?
93.77%	0.00%	1	b^m	Just eight years
93.78%	0.00%	1	bf	Notoriety
93.78%	0.00%	1	ba	[ that's + that's ] good
93.78%	0.00%	1	ba	<Laughter>  Whoa
93.78%	0.00%	1	bf	Didn't he though <laughter>
93.78%	0.00%	1	ba	{F Oh } that sounds mar- -
93.79%	0.00%	1	ba	{F Oh } that's sad
93.79%	0.00%	1	ba	Heavens
93.79%	0.00%	1	bf	your home is far enough away that you're not bothered by being too close to people
93.79%	0.00%	1	ba	{F Oh } do you {D well } great
93.80%	0.00%	1	b	{F Oh } I  ((   ))  -
93.80%	0.00%	1	ba	{F Oh } my goodne-
93.80%	0.00%	1	b	{D Well } {F uh } okay
93.80%	0.00%	1	ba	<Throat_clearing> I know it
93.80%	0.00%	1	bf	You're not saying it's right
93.81%	0.00%	1	bf	[ And  +  and ] be paroled  [ and + -
93.81%	0.00%	1	br	Argentina?
93.81%	0.00%	1	ba	{D Well } that's amazing
93.81%	0.00%	1	ba	{F Oh } my golly
93.81%	0.00%	1	ba	That sounds -
93.82%	0.00%	1	b	<beep>  Okay
93.82%	0.00%	1	ba	It certainly does
93.82%	0.00%	1	bf	The defect
93.82%	0.00%	1	ba	{F Uh } that's true
93.82%	0.00%	1	b^m	A lot different
93.83%	0.00%	1	bf	{F Oh } bad for him {F huh }
93.83%	0.00%	1	ba	I'll bet they're involved
93.83%	0.00%	1	ba	<Laughter> {F Oh }  that's right
93.83%	0.00%	1	bf	You mean not even [ [ your + your ] + your ] car insurance?
93.84%	0.00%	1	bf	{C So } you don't think necessarily they don't have a complete grasp yet
93.84%	0.00%	1	ba	You are  not kidding
93.84%	0.00%	1	ba	Oh that's horrible
93.84%	0.00%	1	ba	that's really wonderful
93.84%	0.00%	1	bf	-- unless an employer has a reason to -
93.85%	0.00%	1	b^m	{F Uh  } MISSION -
93.85%	0.00%	1	ba	it sure is
93.85%	0.00%	1	ba	That's pretty excellent
93.85%	0.00%	1	b	Great
93.85%	0.00%	1	bf	At least
93.86%	0.00%	1	bh	You were?
93.86%	0.00%	1	ba	{F Uh } very good
93.86%	0.00%	1	b	-- {F Oh } uh-huh
93.86%	0.00%	1	bf	our cats are our kids
93.86%	0.00%	1	b^m	OSCAR
93.87%	0.00%	1	b	{C So } {F uh } yeah
93.87%	0.00%	1	ba	{C So } that is good
93.87%	0.00%	1	ba	Exactly <laughter>  {C And } th- -
93.87%	0.00%	1	b	<Sigh> Ugh
93.88%	0.00%	1	b	yay
93.88%	0.00%	1	bh	Do you <music>?
93.88%	0.00%	1	b	Okay   <laughter>?
93.88%	0.00%	1	ba	Gosh <laughter>
93.88%	0.00%	1	bf	It made you think
93.89%	0.00%	1	bf	{C So } it's a good workout
93.89%	0.00%	1	bk	{F Oh } okay {F uh }
93.89%	0.00%	1	ba	{C but } gosh
93.89%	0.00%	1	ba	{F uh } shoot --
93.89%	0.00%	1	br	Kentucky?
93.90%	0.00%	1	bf	{C So } that was really worth it   Painting his own house
93.90%	0.00%	1	b^m	This is [ college
93.90%	0.00%	1	ba	I see that
93.90%	0.00%	1	bf	research triangle -
93.90%	0.00%	1	b^m	Maybe <laughter>
93.91%	0.00%	1	ba	{F Oh } {D well } that's pretty good
93.91%	0.00%	1	bk	<<Very faint>> {F Oh } <sniffing> all right <sniffing>
93.91%	0.00%	1	ba	that's a great idea
93.91%	0.00%	1	ba	{D You know } {F um } I know that
93.92%	0.00%	1	ba	{D Well } [ that's + {D yeah } that's ]  interesting
93.92%	0.00%	1	ba	I would be too
93.92%	0.00%	1	ba	{F Oh } isn't that great
93.92%	0.00%	1	bd	[ I'm learning t- + I'm learning to ] be {F uh } one who knows what's he's doing --
93.92%	0.00%	1	br	My voting experience?
93.93%	0.00%	1	b	((   ))    Yeah
93.93%	0.00%	1	bh	Does it?
93.93%	0.00%	1	bf	Everybody but you
93.93%	0.00%	1	bf	Turned out they weren't cheeky
93.93%	0.00%	1	bf	Tell scary or scary stories around the fire
93.94%	0.00%	1	bf	that
93.94%	0.00%	1	ba	That sounds about right <laughter>
93.94%	0.00%	1	ba	{D well } that's a great idea
93.94%	0.00%	1	ba	{F Oh } wow <laughter>
93.94%	0.00%	1	ba	How marvel- -
93.95%	0.00%	1	b	{F Oh } <<very faintly>>
93.95%	0.00%	1	b^m	Visit
93.95%	0.00%	1	b	Like sitting in your living room
93.95%	0.00%	1	b^m	White
93.96%	0.00%	1	b	<laughter> {F Um } okay
93.96%	0.00%	1	b^m	The death penalty
93.96%	0.00%	1	b	<Baby_talking> Yeah
93.96%	0.00%	1	b	Yes <<very faint>>
93.96%	0.00%	1	b	Knife
93.97%	0.00%	1	ba	[ [ [ That was + that was ] + it was ] + it was ] good
93.97%	0.00%	1	bk	{F Oh } I see  {F huh }
93.97%	0.00%	1	bf	Presentation
93.97%	0.00%	1	ba	[ that's for sure + <laughter> that is for sure ]
93.97%	0.00%	1	bk	{F Oh } it looks more like a crab
93.98%	0.00%	1	bf	{D Well } it sounds like  you have some pretty good experiences [ with + {F uh } with ] {F uh } {F uh } home repair
93.98%	0.00%	1	ba	<Laughter> That's nice
93.98%	0.00%	1	b	Oh <<sound drawn out>>
93.98%	0.00%	1	b	(( Huh ))
93.98%	0.00%	1	bf	{D Like } the scribes who did  the old documents {D you know } for churches and
93.99%	0.00%	1	bf	{D Well } [ that's + that ] was kind of [ the + the ] aim wasn't it to get it started and then have it
93.99%	0.00%	1	ba	I know {F uh }
93.99%	0.00%	1	ba	that's fascinating
93.99%	0.00%	1	b^m	Vermont
94.00%	0.00%	1	b	<laughter> Uh-huh
94.00%	0.00%	1	bf	You don't have to carry the cash
94.00%	0.00%	1	ba	{F Oh } what fun
94.00%	0.00%	1	ba	That's fine
94.00%	0.00%	1	ba	you're lucky
94.01%	0.00%	1	b^m	Eat it all
94.01%	0.00%	1	ba	Wow yeah
94.01%	0.00%	1	b	Yeah {F Um } <noise>
94.01%	0.00%	1	ba	{F Oh } is that right
94.01%	0.00%	1	ba	That  sounds great
94.02%	0.00%	1	b^m	Chains
94.02%	0.00%	1	b	Does that
94.02%	0.00%	1	bh	What else can you say?
94.02%	0.00%	1	ba	It's a lot of money
94.02%	0.00%	1	b^m	A white powder
94.03%	0.00%	1	ba	[ That + that ] does sound neat
94.03%	0.00%	1	b	Uh-huh <whistling>
94.03%	0.00%	1	b	Time uh-huh
94.03%	0.00%	1	b^m	Eighty-six?
94.04%	0.00%	1	ba	{C But } gosh
94.04%	0.00%	1	ba	fantastic
94.04%	0.00%	1	b	{E I mean } {F uh } sure
94.04%	0.00%	1	ba	Now that's strange
94.04%	0.00%	1	ba	{F oh } that's neat
94.05%	0.00%	1	br	{F Um } <noise> the ones that look like brick houses <laughter>?
94.05%	0.00%	1	bk	{F Oh } that's what I was curious about
94.05%	0.00%	1	ba	{F Oh } that's a problem
94.05%	0.00%	1	bd	All righty
94.05%	0.00%	1	ba	I know it <laughter>
94.06%	0.00%	1	ba	{C So } that is pretty close  <laughter>
94.06%	0.00%	1	b	{F Oh } really   <child_talking>
94.06%	0.00%	1	b^m	You don't like the cold
94.06%	0.00%	1	ba	Isn't that interesting
94.06%	0.00%	1	bf	{C so } you could tell
94.07%	0.00%	1	ba	{D Well } I think that's great
94.07%	0.00%	1	bf	wastes  your future
94.07%	0.00%	1	bf	You want <<mispronounced>> to {F uh } [ e- + explore ] a new field
94.07%	0.00%	1	ba	{F Oh } {F oh } great
94.08%	0.00%	1	br	is that what you said?
94.08%	0.00%	1	b^m	Joey
94.08%	0.00%	1	ba	<Laughter>  Mine too
94.08%	0.00%	1	bf	{C So } you're just really getting started <laughter>
94.08%	0.00%	1	ba	isn't it amazing
94.09%	0.00%	1	b	Oh   {F Um }
94.09%	0.00%	1	bf	The bolts [ [ [ were + were Eng- ] + were ] + were English ] then
94.09%	0.00%	1	bk	Linda
94.09%	0.00%	1	bh	My word isn't that sorry
94.09%	0.00%	1	ba	Oh! <Laughter>
94.10%	0.00%	1	ba	{F Oh } that was good
94.10%	0.00%	1	bh	Does it
94.10%	0.00%	1	bf	you have two
94.10%	0.00%	1	ba	Bang  /  *[[one utt??]
94.10%	0.00%	1	bf	Born and raised Texan {F huh }
94.11%	0.00%	1	ba	Easily
94.11%	0.00%	1	ba	{D Well } good deal
94.11%	0.00%	1	br	They call them flags?
94.11%	0.00%	1	ba	{D boy } [ that + that's ] the real secret
94.12%	0.00%	1	b	<Child_talking> Okay
94.12%	0.00%	1	b	Uh-huh {F uh }
94.12%	0.00%	1	ba	((   ))  {C so } that's helpful
94.12%	0.00%	1	ba	{F Oh } that's fascinating
94.12%	0.00%	1	b	<Laughter> {F Oh } yeah
94.13%	0.00%	1	ba	{F Oh } what a clever idea --
94.13%	0.00%	1	b	Uh-huh <<Rustling and clicking noises in background>>
94.13%	0.00%	1	bf	They kind of guided you
94.13%	0.00%	1	b^m	How do you grow paper?
94.13%	0.00%	1	ba	{F Oh } [ that's + that's ] wonderful
94.14%	0.00%	1	ba	<Laughter>  I hear that one
94.14%	0.00%	1	bf	{C so } {C either } you or your husband can be warm  but not both <laughter>
94.14%	0.00%	1	ba	{F Oh }  I'm  jealous
94.14%	0.00%	1	bf	then you're not getting to spend as much time [ with + at ] home
94.14%	0.00%	1	bf	{D Wel- } just  stick to that
94.15%	0.00%	1	b	{E Excuse me }  {F Uh } yeah
94.15%	0.00%	1	bf	You were a bookkeeper <laughter>
94.15%	0.00%	1	b	Uh-huh  <<pause>>
94.15%	0.00%	1	b	Oh uh <laughter> -
94.16%	0.00%	1	ba	{F Oh } good luck <laughter>
94.16%	0.00%	1	b	Isn't that -
94.16%	0.00%	1	ba	Terrific
94.16%	0.00%	1	bf	{F Oh } {C so } you don't wear heels anymore I'll bet
94.16%	0.00%	1	bf	Not like Texas where everything comes to a stand still
94.17%	0.00%	1	ba	{D Well } [ [ that + that's ] + that's ] pretty good
94.17%	0.00%	1	b^m	One child
94.17%	0.00%	1	ba	(( That's a big plus ))
94.17%	0.00%	1	bf	{C So } apparently it was the same one that was on there
94.17%	0.00%	1	ba	{F Oh } that's really good
94.18%	0.00%	1	ba	Wow that's -
94.18%	0.00%	1	ba	I think that that's probably true
94.18%	0.00%	1	bh	Were you
94.18%	0.00%	1	ba	{F Oh } {F oh } dear
94.18%	0.00%	1	b^m	A week
94.19%	0.00%	1	ba	[ That + that's ] the problem
94.19%	0.00%	1	b	uh-huh <breathing>
94.19%	0.00%	1	b^m	Sell you magazines
94.19%	0.00%	1	bk	Okay  Bill
94.20%	0.00%	1	bf	<Laughter> Crops up every so often
94.20%	0.00%	1	bf	With those degrees?
94.20%	0.00%	1	ba	{F Oh } that was great
94.20%	0.00%	1	bf	When they're young  -
94.20%	0.00%	1	b	Australia
94.21%	0.00%	1	ba	(( That's true ))
94.21%	0.00%	1	bf	Carry all that cash with you
94.21%	0.00%	1	ba	Amazing
94.21%	0.00%	1	ba	that's funny <throat_clearing>
94.21%	0.00%	1	b	right {F uh }
94.22%	0.00%	1	b	Uh-huh  </noise> </children_talking>
94.22%	0.00%	1	bf	{C so } if you have fresh dirt they'll <laughter> -
94.22%	0.00%	1	ba	{F Oh that's } good
94.22%	0.00%	1	bf	{C So } they haven't been to public schools at all
94.22%	0.00%	1	b	(( Do you ))
94.23%	0.00%	1	b	<Sigh> Okay
94.23%	0.00%	1	bf	It's nearly
94.23%	0.00%	1	b^m	Latin America
94.23%	0.00%	1	ba	Good heavens
94.24%	0.00%	1	b	{C But } yes
94.24%	0.00%	1	bh	{F uh } you're a Red Sox fan too?
94.24%	0.00%	1	ba	{C and } that's completely unnecessary
94.24%	0.00%	1	ba	Sure did
94.24%	0.00%	1	b	Yeah   {F Um }
94.25%	0.00%	1	br	{F Uh } who's the last one
94.25%	0.00%	1	bf	many years
94.25%	0.00%	1	b	{F Huh } <<faintly>>
94.25%	0.00%	1	ba	{D Well } that's  nice
94.25%	0.00%	1	b^m	Money   instead
94.26%	0.00%	1	ba	oh <laughter>
94.26%	0.00%	1	ba	{C So } it's been real exciting
94.26%	0.00%	1	b^m	Grammar
94.26%	0.00%	1	b^m	Was the drumming
94.26%	0.00%	1	bf	every hole
94.27%	0.00%	1	bf	{D So } any voice no matter what the <<pause>> speech pattern or the  dialect  -
94.27%	0.00%	1	bk	I see {F Uh } <throat_clearing>
94.27%	0.00%	1	ba	That's pretty steep
94.27%	0.00%	1	b^m	Five
94.28%	0.00%	1	bf	[ if it's a +
94.28%	0.00%	1	b	All right <laughter>   -
94.28%	0.00%	1	b^m	{F Oh } knishes
94.28%	0.00%	1	ba	My God
94.28%	0.00%	1	ba	that's supposed to be a real good statistic {F uh }
94.29%	0.00%	1	b	Yeah <talking>
94.29%	0.00%	1	b	Anyway <<pause>>
94.29%	0.00%	1	ba	{D Well } that's a pretty good deal
94.29%	0.00%	1	b	<laughter>  That's true
94.29%	0.00%	1	bf	That keeps you plenty of exercise  ((   ))
94.30%	0.00%	1	bf	With all of you living so close together
94.30%	0.00%	1	bf	Large classes
94.30%	0.00%	1	ba	Man that sounds really nice
94.30%	0.00%	1	b^m	All different
94.30%	0.00%	1	bf	like a Cathy Smith workout
94.31%	0.00%	1	bh	I know what you mean
94.31%	0.00%	1	bf	It's  -
94.31%	0.00%	1	b	(( {F Oh } yeah ))
94.31%	0.00%	1	ba	<Lipsmack> I bet <laughter>
94.32%	0.00%	1	ba	{F Oh } my goodness --
94.32%	0.00%	1	ba	{F Um } [ that's + that's ] interesting
94.32%	0.00%	1	bf	Part of it is technology yeah
94.32%	0.00%	1	ba	{F Oh } good <laughter>
94.32%	0.00%	1	bf	{F Oh } your not - / *[[typo your -> you're]
94.33%	0.00%	1	ba	I'm telling you
94.33%	0.00%	1	ba	It sure is
94.33%	0.00%	1	bf	I mean you get a thousand dollars worth of tools
94.33%	0.00%	1	ba	[ I + I ] understand that
94.33%	0.00%	1	bf	--  {C and } how it fits with the character   right
94.34%	0.00%	1	bf	That actually  travel what city to city state to state
94.34%	0.00%	1	b	{F Uh } <laughter>
94.34%	0.00%	1	br	-- {F huh? }
94.34%	0.00%	1	ba	{D Well } that is neat
94.34%	0.00%	1	ba	They could be a good idea to -
94.35%	0.00%	1	b	</Static> Yeah
94.35%	0.00%	1	br	In our country?
94.35%	0.00%	1	ba	{F Oh } {D well } then it won't be too bad
94.35%	0.00%	1	b	{F Oh }  (( really ))
94.36%	0.00%	1	ba	{C but } that's true
94.36%	0.00%	1	b	Yeah {F uh } {F uh }
